airport,date,total_flights,delayed_flights,avg_delay
DEN,2023-09-14,85,47,96.74468085106383
DEN,2023-09-15,69,37,89.75675675675676
DEN,2023-09-16,64,41,91.58536585365853
DEN,2023-09-17,92,57,82.45614035087719
DEN,2023-09-18,83,53,91.52830188679245
DEN,2023-09-19,92,55,101.2909090909091
DEN,2023-09-20,66,30,95.1
DEN,2023-09-21,92,60,94.28333333333333
DEN,2023-09-22,93,56,99.23214285714286
DEN,2023-09-23,73,38,93.05263157894737
DEN,2023-09-24,93,48,99.60416666666667
DEN,2023-09-25,83,51,92.07843137254902
DEN,2023-09-26,74,41,95.8780487804878
DEN,2023-09-27,98,57,96.29824561403508
DEN,2023-09-28,87,48,99.10416666666667
DEN,2023-09-29,81,48,89.75
DEN,2023-09-30,74,42,101.54761904761905
DEN,2023-10-01,96,56,99.0
DEN,2023-10-02,85,43,93.65116279069767
DEN,2023-10-03,81,45,93.57777777777778
DEN,2023-10-04,81,57,89.59649122807018
DEN,2023-10-05,92,57,93.08771929824562
DEN,2023-10-06,86,55,99.63636363636364
DEN,2023-10-07,89,59,95.59322033898304
DEN,2023-10-08,89,47,95.65957446808511
DEN,2023-10-09,90,51,91.90196078431373
DEN,2023-10-10,97,62,87.2258064516129
DEN,2023-10-11,86,49,100.55102040816327
DEN,2023-10-12,94,59,84.86440677966101
DEN,2023-10-13,83,52,97.88461538461539
DEN,2023-10-14,88,51,93.82352941176471
DEN,2023-10-15,93,54,85.5925925925926
DEN,2023-10-16,79,39,77.74358974358974
DEN,2023-10-17,92,57,105.01754385964912
DEN,2023-10-18,83,41,96.2439024390244
DEN,2023-10-19,85,53,84.0377358490566
DEN,2023-10-20,81,53,87.45283018867924
DEN,2023-10-21,99,53,82.24528301886792
DEN,2023-10-22,81,52,94.21153846153847
DEN,2023-10-23,84,46,100.3695652173913
DEN,2023-10-24,76,49,93.12244897959184
DEN,2023-10-25,88,55,82.27272727272727
DEN,2023-10-26,79,47,90.59574468085107
DEN,2023-10-27,87,55,100.36363636363636
DEN,2023-10-28,78,50,92.78
DEN,2023-10-29,73,47,87.19148936170212
DEN,2023-10-30,87,50,94.0
DEN,2023-10-31,85,48,91.625
DEN,2023-11-01,85,50,103.52
DEN,2023-11-02,65,41,92.21951219512195
DEN,2023-11-03,80,49,100.14285714285714
DEN,2023-11-04,65,36,94.02777777777777
DEN,2023-11-05,94,60,84.46666666666667
DEN,2023-11-06,99,67,96.74626865671642
DEN,2023-11-07,79,43,99.46511627906976
DEN,2023-11-08,77,45,95.82222222222222
DEN,2023-11-09,90,64,101.828125
DEN,2023-11-10,70,46,97.6086956521739
DEN,2023-11-11,76,47,98.42553191489361
DEN,2023-11-12,71,50,81.98
DEN,2023-11-13,67,36,109.16666666666667
DEN,2023-11-14,87,54,92.55555555555556
DEN,2023-11-15,71,38,103.0
DEN,2023-11-16,87,48,98.45833333333333
DEN,2023-11-17,87,46,94.91304347826087
DEN,2023-11-18,77,55,87.58181818181818
DEN,2023-11-19,72,41,91.58536585365853
DEN,2023-11-20,84,51,90.96078431372548
DEN,2023-11-21,73,38,93.73684210526316
DEN,2023-11-22,87,50,102.98
DEN,2023-11-23,84,45,81.0
DEN,2023-11-24,93,60,81.91666666666667
DEN,2023-11-25,85,50,96.32
DEN,2023-11-26,85,63,97.68253968253968
DEN,2023-11-27,74,40,88.775
DEN,2023-11-28,81,55,90.07272727272728
DEN,2023-11-29,86,55,94.8
DEN,2023-11-30,77,46,87.71739130434783
DEN,2023-12-01,76,46,96.91304347826087
DEN,2023-12-02,72,47,82.44680851063829
DEN,2023-12-03,83,42,92.38095238095238
DEN,2023-12-04,75,41,88.90243902439025
DEN,2023-12-05,71,36,98.22222222222223
DEN,2023-12-06,76,45,92.97777777777777
DEN,2023-12-07,76,48,82.9375
DEN,2023-12-08,77,44,103.3409090909091
DEN,2023-12-09,89,59,87.01694915254237
DEN,2023-12-10,76,49,96.91836734693878
DEN,2023-12-11,83,45,99.44444444444444
DEN,2023-12-12,80,48,104.27083333333333
DEN,2023-12-13,78,40,94.125
DEN,2023-12-14,66,44,96.45454545454545
DEN,2023-12-15,80,47,101.02127659574468
DEN,2023-12-16,86,45,96.02222222222223
DEN,2023-12-17,87,52,95.63461538461539
DEN,2023-12-18,81,51,105.09803921568627
DEN,2023-12-19,86,57,95.91228070175438
DEN,2023-12-20,89,54,99.27777777777777
DEN,2023-12-21,90,49,100.26530612244898
DEN,2023-12-22,81,46,97.65217391304348
DEN,2023-12-23,90,48,95.8125
DEN,2023-12-24,78,48,92.25
DEN,2023-12-25,69,43,85.09302325581395
DEN,2023-12-26,86,46,89.04347826086956
DEN,2023-12-27,89,54,100.18518518518519
DEN,2023-12-28,81,46,97.17391304347827
DEN,2023-12-29,105,67,89.65671641791045
DEN,2023-12-30,82,47,88.87234042553192
DEN,2023-12-31,68,39,91.46153846153847
DFW,2023-01-01,74,45,102.24444444444444
DFW,2023-01-02,68,40,100.975
DFW,2023-01-03,83,49,102.3265306122449
DFW,2023-01-04,71,43,105.67441860465117
DFW,2023-01-05,78,44,88.20454545454545
DFW,2023-01-06,77,53,89.37735849056604
DFW,2023-01-07,71,47,85.57446808510639
DFW,2023-01-08,87,59,92.79661016949153
DFW,2023-01-09,72,44,103.52272727272727
DFW,2023-01-10,81,50,95.22
DFW,2023-01-11,77,56,102.53571428571429
DFW,2023-01-12,76,46,95.3913043478261
DFW,2023-01-13,71,35,93.0
DFW,2023-01-14,93,54,98.37037037037037
DFW,2023-01-15,80,45,95.31111111111112
DFW,2023-01-16,78,47,98.59574468085107
DFW,2023-01-17,70,34,89.44117647058823
DFW,2023-01-18,87,63,98.88888888888889
DFW,2023-01-19,91,53,111.22641509433963
DFW,2023-01-20,81,46,88.73913043478261
DFW,2023-01-21,84,51,97.25490196078431
DFW,2023-01-22,71,35,89.8
DFW,2023-01-23,86,44,87.61363636363636
DFW,2023-01-24,83,50,98.74
DFW,2023-01-25,76,46,91.80434782608695
DFW,2023-01-26,74,47,90.08510638297872
DFW,2023-01-27,71,39,98.28205128205128
DFW,2023-01-28,74,36,94.47222222222223
DFW,2023-01-29,95,62,96.61290322580645
DFW,2023-01-30,89,59,96.8135593220339
DFW,2023-01-31,71,49,100.18367346938776
DFW,2023-02-01,76,48,93.02083333333333
DFW,2023-02-02,78,46,85.0
DFW,2023-02-03,85,45,95.91111111111111
DFW,2023-02-04,78,47,81.63829787234043
DFW,2023-02-05,90,50,85.84
DFW,2023-02-06,73,43,89.95348837209302
DFW,2023-02-07,90,49,103.63265306122449
DFW,2023-02-08,91,66,103.81818181818181
DFW,2023-02-09,78,41,90.17073170731707
DFW,2023-02-10,99,55,102.92727272727272
DFW,2023-02-11,74,37,100.56756756756756
DFW,2023-02-12,94,51,98.54901960784314
DFW,2023-02-13,73,47,101.27659574468085
DFW,2023-02-14,86,55,91.87272727272727
DFW,2023-02-15,82,42,88.11904761904762
DFW,2023-02-16,93,64,101.671875
DFW,2023-02-17,88,50,86.5
DFW,2023-02-18,82,45,87.13333333333334
DFW,2023-02-19,68,41,101.1219512195122
DFW,2023-02-20,84,45,106.17777777777778
DFW,2023-02-21,70,46,94.56521739130434
DFW,2023-02-22,80,44,94.81818181818181
DFW,2023-02-23,71,44,94.72727272727273
DFW,2023-02-24,92,51,101.6078431372549
DFW,2023-02-25,84,46,95.3913043478261
DFW,2023-02-26,72,44,89.54545454545455
DFW,2023-02-27,68,41,91.0
DFW,2023-02-28,79,50,93.88
DFW,2023-03-01,73,37,87.54054054054055
DFW,2023-03-02,106,67,96.76119402985074
DFW,2023-03-03,81,50,81.4
DFW,2023-03-04,75,42,108.71428571428571
DFW,2023-03-05,92,54,95.61111111111111
DFW,2023-03-06,68,40,88.325
DFW,2023-03-07,85,53,92.15094339622641
DFW,2023-03-08,81,50,92.02
DFW,2023-03-09,87,62,91.7741935483871
DFW,2023-03-10,78,40,78.925
DFW,2023-03-11,88,51,95.94117647058823
DFW,2023-03-12,83,52,95.17307692307692
DFW,2023-03-13,83,50,90.16
DFW,2023-03-14,87,44,91.0
DFW,2023-03-15,79,42,90.23809523809524
DFW,2023-03-16,88,54,92.27777777777777
DFW,2023-03-17,75,48,95.29166666666667
DFW,2023-03-18,65,42,95.78571428571429
DFW,2023-03-19,91,51,110.03921568627452
DFW,2023-03-20,79,46,104.43478260869566
DFW,2023-03-21,64,37,81.45945945945945
DFW,2023-03-22,82,50,107.68
DFW,2023-03-23,70,50,92.58
DFW,2023-03-24,90,54,96.83333333333333
DFW,2023-03-25,94,59,82.61016949152543
DFW,2023-03-26,74,48,96.29166666666667
DFW,2023-03-27,84,56,88.98214285714286
DFW,2023-03-28,80,47,97.02127659574468
DFW,2023-03-29,79,46,84.52173913043478
DFW,2023-03-30,64,31,90.12903225806451
DFW,2023-03-31,87,53,96.9622641509434
DFW,2023-04-01,95,65,93.86153846153846
DFW,2023-04-02,92,59,93.77966101694915
DFW,2023-04-03,74,46,93.84782608695652
DFW,2023-04-04,88,51,94.15686274509804
DFW,2023-04-05,74,41,89.60975609756098
DFW,2023-04-06,86,49,95.34693877551021
DFW,2023-04-07,88,51,99.19607843137256
DFW,2023-04-08,79,43,85.04651162790698
DFW,2023-04-09,83,54,105.83333333333333
DFW,2023-04-10,84,47,105.72340425531915
DFW,2023-04-11,85,41,83.53658536585365
DFW,2023-04-12,76,43,101.65116279069767
DFW,2023-04-13,75,46,83.0
DFW,2023-04-14,93,53,91.11320754716981
DFW,2023-04-15,74,40,94.525
DFW,2023-04-16,88,47,82.72340425531915
DFW,2023-04-17,68,42,102.23809523809524
DFW,2023-04-18,84,51,91.13725490196079
DFW,2023-04-19,81,38,83.6842105263158
DFW,2023-04-20,100,63,106.33333333333333
DFW,2023-04-21,90,58,89.86206896551724
DFW,2023-04-22,94,57,87.80701754385964
DFW,2023-04-23,76,41,118.09756097560975
DFW,2023-04-24,65,43,98.83720930232558
DFW,2023-04-25,87,45,100.02222222222223
DFW,2023-04-26,93,49,94.63265306122449
DFW,2023-04-27,94,53,84.94339622641509
DFW,2023-04-28,89,55,99.69090909090909
DFW,2023-04-29,87,49,81.57142857142857
DFW,2023-04-30,89,55,93.74545454545455
DFW,2023-05-01,65,37,85.4054054054054
DFW,2023-05-02,92,55,90.32727272727273
DFW,2023-05-03,77,50,94.72
DFW,2023-05-04,83,43,82.55813953488372
DFW,2023-05-05,80,50,98.8
DFW,2023-05-06,74,43,96.48837209302326
DFW,2023-05-07,72,39,88.38461538461539
DFW,2023-05-08,90,52,104.6923076923077
DFW,2023-05-09,72,39,103.28205128205128
DFW,2023-05-10,76,50,90.62
DFW,2023-05-11,84,46,95.3695652173913
DFW,2023-05-12,80,50,88.06
DFW,2023-05-13,73,44,87.47727272727273
DFW,2023-05-14,92,48,87.79166666666667
DFW,2023-05-15,83,45,102.11111111111111
DFW,2023-05-16,83,46,106.43478260869566
DFW,2023-05-17,67,35,107.62857142857143
DFW,2023-05-18,92,55,110.50909090909092
DFW,2023-05-19,74,51,89.66666666666667
DFW,2023-05-20,82,56,96.76785714285714
DFW,2023-05-21,78,49,81.53061224489795
DFW,2023-05-22,92,60,85.85
DFW,2023-05-23,97,59,96.69491525423729
DFW,2023-05-24,82,47,84.7872340425532
DFW,2023-05-25,79,52,86.48076923076923
DFW,2023-05-26,88,47,103.34042553191489
DFW,2023-05-27,67,43,101.90697674418605
DFW,2023-05-28,87,51,95.3921568627451
DFW,2023-05-29,90,50,92.56
DFW,2023-05-30,79,48,93.08333333333333
DFW,2023-05-31,65,37,91.62162162162163
DFW,2023-06-01,84,43,92.90697674418605
DFW,2023-06-02,88,50,88.0
DFW,2023-06-03,89,56,96.71428571428571
DFW,2023-06-04,71,41,101.34146341463415
DFW,2023-06-05,83,58,102.37931034482759
DFW,2023-06-06,65,35,82.48571428571428
DFW,2023-06-07,70,44,92.1590909090909
DFW,2023-06-08,88,59,94.15254237288136
DFW,2023-06-09,73,47,92.17021276595744
DFW,2023-06-10,79,57,104.66666666666667
DFW,2023-06-11,68,43,91.69767441860465
DFW,2023-06-12,85,54,89.5
DFW,2023-06-13,75,51,105.86274509803921
DFW,2023-06-14,86,49,96.63265306122449
DFW,2023-06-15,80,41,95.34146341463415
DFW,2023-06-16,84,55,96.41818181818182
DFW,2023-06-17,88,49,98.24489795918367
DFW,2023-06-18,86,52,104.3076923076923
DFW,2023-06-19,78,47,91.95744680851064
DFW,2023-06-20,90,51,87.25490196078431
DFW,2023-06-21,90,52,88.96153846153847
DFW,2023-06-22,88,54,96.01851851851852
DFW,2023-06-23,90,59,93.91525423728814
DFW,2023-06-24,60,40,86.525
DFW,2023-06-25,89,57,103.17543859649123
DFW,2023-06-26,83,51,101.56862745098039
DFW,2023-06-27,74,45,89.46666666666667
DFW,2023-06-28,75,44,108.36363636363636
DFW,2023-06-29,87,58,99.03448275862068
DFW,2023-06-30,75,54,80.22222222222223
DFW,2023-07-01,94,63,103.06349206349206
DFW,2023-07-02,78,46,91.67391304347827
DFW,2023-07-03,76,49,94.75510204081633
DFW,2023-07-04,81,45,101.86666666666666
DFW,2023-07-05,86,54,85.85185185185185
DFW,2023-07-06,78,43,85.86046511627907
DFW,2023-07-07,87,54,97.12962962962963
DFW,2023-07-08,81,42,95.61904761904762
DFW,2023-07-09,84,47,84.68085106382979
DFW,2023-07-10,89,53,86.35849056603773
DFW,2023-07-11,85,47,96.29787234042553
DFW,2023-07-12,91,58,111.48275862068965
DFW,2023-07-13,69,41,92.65853658536585
DFW,2023-07-14,81,46,95.8913043478261
DFW,2023-07-15,85,59,96.59322033898304
DFW,2023-07-16,78,50,99.14
DFW,2023-07-17,81,50,74.72
DFW,2023-07-18,81,56,99.01785714285714
DFW,2023-07-19,95,62,88.66129032258064
DFW,2023-07-20,79,50,94.64
DFW,2023-07-21,95,50,95.84
DFW,2023-07-22,93,60,75.38333333333334
DFW,2023-07-23,92,55,95.9090909090909
DFW,2023-07-24,88,50,101.5
DFW,2023-07-25,80,38,81.44736842105263
DFW,2023-07-26,83,53,106.98113207547169
DFW,2023-07-27,80,42,104.14285714285714
DFW,2023-07-28,72,47,96.76595744680851
DFW,2023-07-29,77,46,103.3913043478261
DFW,2023-07-30,77,38,95.84210526315789
DFW,2023-07-31,79,49,93.0204081632653
DFW,2023-08-01,91,53,88.39622641509433
DFW,2023-08-02,84,53,94.33962264150944
DFW,2023-08-03,68,35,94.31428571428572
DFW,2023-08-04,68,41,91.53658536585365
DFW,2023-08-05,85,49,99.36734693877551
DFW,2023-08-06,72,43,80.20930232558139
DFW,2023-08-07,89,55,97.7090909090909
DFW,2023-08-08,92,46,93.80434782608695
DFW,2023-08-09,81,54,94.42592592592592
DFW,2023-08-10,87,46,84.54347826086956
DFW,2023-08-11,85,41,95.09756097560975
DFW,2023-08-12,86,50,105.32
DFW,2023-08-13,82,52,97.84615384615384
DFW,2023-08-14,66,38,95.28947368421052
DFW,2023-08-15,80,43,94.67441860465117
DFW,2023-08-16,81,51,79.43137254901961
DFW,2023-08-17,95,67,94.13432835820896
DFW,2023-08-18,77,45,84.97777777777777
DFW,2023-08-19,85,54,102.85185185185185
DFW,2023-08-20,89,52,92.61538461538461
DFW,2023-08-21,60,42,98.19047619047619
DFW,2023-08-22,105,69,92.92753623188406
DFW,2023-08-23,90,58,103.96551724137932
DFW,2023-08-24,95,51,84.37254901960785
DFW,2023-08-25,92,61,91.14754098360656
DFW,2023-08-26,80,48,98.60416666666667
DFW,2023-08-27,80,54,84.87037037037037
DFW,2023-08-28,74,50,96.1
DFW,2023-08-29,58,38,85.07894736842105
DFW,2023-08-30,83,47,99.63829787234043
DFW,2023-08-31,88,50,101.96
DFW,2023-09-01,77,44,90.02272727272727
DFW,2023-09-02,88,50,96.1
DFW,2023-09-03,82,57,101.33333333333333
DFW,2023-09-04,84,45,89.91111111111111
DFW,2023-09-05,88,58,94.44827586206897
DFW,2023-09-06,58,36,96.55555555555556
DFW,2023-09-07,92,53,101.58490566037736
DFW,2023-09-08,85,60,103.78333333333333
DFW,2023-09-09,69,42,103.35714285714286
DFW,2023-09-10,87,44,98.79545454545455
DFW,2023-09-11,84,51,89.17647058823529
DFW,2023-09-12,76,46,107.58695652173913
DFW,2023-09-13,86,47,90.91489361702128
DFW,2023-09-14,67,44,91.95454545454545
DFW,2023-09-15,91,53,89.71698113207547
DFW,2023-09-16,85,55,92.0
DFW,2023-09-17,83,54,90.01851851851852
DFW,2023-09-18,89,47,92.38297872340425
DFW,2023-09-19,80,45,100.95555555555555
DFW,2023-09-20,93,63,96.01587301587301
DFW,2023-09-21,86,57,89.29824561403508
DFW,2023-09-22,79,51,78.82352941176471
DFW,2023-09-23,82,49,97.42857142857143
DFW,2023-09-24,74,38,89.78947368421052
DFW,2023-09-25,94,53,86.05660377358491
DFW,2023-09-26,74,44,86.22727272727273
DFW,2023-09-27,82,45,89.68888888888888
DFW,2023-09-28,72,50,89.56
DFW,2023-09-29,94,58,98.55172413793103
DFW,2023-09-30,90,46,93.6304347826087
DFW,2023-10-01,88,54,92.55555555555556
DFW,2023-10-02,67,40,98.35
DFW,2023-10-03,81,52,100.78846153846153
DFW,2023-10-04,78,45,102.02222222222223
DFW,2023-10-05,70,44,100.4090909090909
DFW,2023-10-06,74,38,96.42105263157895
DFW,2023-10-07,79,48,93.83333333333333
DFW,2023-10-08,83,54,92.05555555555556
DFW,2023-10-09,79,43,86.44186046511628
DFW,2023-10-10,89,54,99.74074074074075
DFW,2023-10-11,77,41,105.41463414634147
DFW,2023-10-12,80,51,99.47058823529412
DFW,2023-10-13,74,45,90.71111111111111
DFW,2023-10-14,85,54,84.25925925925925
DFW,2023-10-15,94,57,110.52631578947368
DFW,2023-10-16,79,46,84.95652173913044
DFW,2023-10-17,94,54,88.83333333333333
DFW,2023-10-18,77,50,86.18
DFW,2023-10-19,77,45,110.46666666666667
DFW,2023-10-20,78,51,101.94117647058823
DFW,2023-10-21,85,50,104.18
DFW,2023-10-22,83,55,87.8
DFW,2023-10-23,74,52,94.26923076923077
DFW,2023-10-24,96,62,101.37096774193549
DFW,2023-10-25,72,48,86.375
DFW,2023-10-26,81,49,96.16326530612245
DFW,2023-10-27,89,46,88.67391304347827
DFW,2023-10-28,83,54,102.75925925925925
DFW,2023-10-29,74,45,99.77777777777777
DFW,2023-10-30,74,47,90.0
DFW,2023-10-31,55,41,97.60975609756098
DFW,2023-11-01,79,43,107.46511627906976
DFW,2023-11-02,82,48,101.91666666666667
DFW,2023-11-03,69,38,78.6842105263158
DFW,2023-11-04,76,48,82.3125
DFW,2023-11-05,89,57,92.10526315789474
DFW,2023-11-06,80,43,89.5813953488372
DFW,2023-11-07,76,47,88.2127659574468
DFW,2023-11-08,88,58,98.67241379310344
DFW,2023-11-09,90,56,109.19642857142857
DFW,2023-11-10,82,53,93.54716981132076
DFW,2023-11-11,82,54,95.92592592592592
DFW,2023-11-12,91,57,107.28070175438596
DFW,2023-11-13,83,45,87.95555555555555
DFW,2023-11-14,83,53,95.26415094339623
DFW,2023-11-15,84,54,87.31481481481481
DFW,2023-11-16,89,57,99.35087719298245
DFW,2023-11-17,91,54,92.5925925925926
DFW,2023-11-18,82,56,95.21428571428571
DFW,2023-11-19,74,49,91.26530612244898
DFW,2023-11-20,85,50,96.02
DFW,2023-11-21,83,54,91.29629629629629
DFW,2023-11-22,75,46,107.47826086956522
DFW,2023-11-23,82,51,93.74509803921569
DFW,2023-11-24,70,41,102.2439024390244
DFW,2023-11-25,77,41,87.65853658536585
DFW,2023-11-26,72,48,92.83333333333333
DFW,2023-11-27,87,54,107.03703703703704
DFW,2023-11-28,75,42,94.61904761904762
DFW,2023-11-29,78,50,90.38
DFW,2023-11-30,71,41,95.1219512195122
DFW,2023-12-01,76,50,93.1
DFW,2023-12-02,89,57,109.28070175438596
DFW,2023-12-03,93,60,94.36666666666666
DFW,2023-12-04,89,47,81.65957446808511
DFW,2023-12-05,82,48,93.95833333333333
DFW,2023-12-06,72,37,85.75675675675676
DFW,2023-12-07,81,50,94.78
DFW,2023-12-08,74,47,98.44680851063829
DFW,2023-12-09,71,42,98.69047619047619
DFW,2023-12-10,87,54,95.68518518518519
DFW,2023-12-11,72,47,84.63829787234043
DFW,2023-12-12,73,40,91.225
DFW,2023-12-13,93,50,99.78
DFW,2023-12-14,82,47,96.8936170212766
DFW,2023-12-15,88,54,86.64814814814815
DFW,2023-12-16,91,64,91.65625
DFW,2023-12-17,77,42,90.38095238095238
DFW,2023-12-18,92,51,97.01960784313725
DFW,2023-12-19,87,47,99.19148936170212
DFW,2023-12-20,91,58,98.25862068965517
DFW,2023-12-21,71,46,91.95652173913044
DFW,2023-12-22,92,58,97.56896551724138
DFW,2023-12-23,74,38,99.55263157894737
DFW,2023-12-24,71,46,89.26086956521739
DFW,2023-12-25,74,41,91.70731707317073
DFW,2023-12-26,81,56,87.89285714285714
DFW,2023-12-27,86,54,88.25925925925925
DFW,2023-12-28,93,62,92.35483870967742
DFW,2023-12-29,72,38,93.42105263157895
DFW,2023-12-30,98,69,106.1159420289855
DFW,2023-12-31,76,51,93.98039215686275
JFK,2023-01-01,91,56,96.0
JFK,2023-01-02,71,46,96.47826086956522
JFK,2023-01-03,76,38,96.71052631578948
JFK,2023-01-04,85,52,100.0
JFK,2023-01-05,97,51,93.29411764705883
JFK,2023-01-06,74,49,96.34693877551021
JFK,2023-01-07,80,51,97.7843137254902
JFK,2023-01-08,83,50,93.88
JFK,2023-01-09,85,58,93.22413793103448
JFK,2023-01-10,92,58,94.86206896551724
JFK,2023-01-11,74,52,102.5576923076923
JFK,2023-01-12,91,59,85.52542372881356
JFK,2023-01-13,79,46,90.30434782608695
JFK,2023-01-14,73,45,94.97777777777777
JFK,2023-01-15,76,46,99.43478260869566
JFK,2023-01-16,84,45,105.64444444444445
JFK,2023-01-17,74,48,101.375
JFK,2023-01-18,77,49,94.28571428571429
JFK,2023-01-19,74,40,90.55
JFK,2023-01-20,78,51,94.66666666666667
JFK,2023-01-21,73,48,96.64583333333333
JFK,2023-01-22,82,57,102.14035087719299
JFK,2023-01-23,84,57,92.73684210526316
JFK,2023-01-24,61,40,99.425
JFK,2023-01-25,64,44,73.93181818181819
JFK,2023-01-26,59,36,85.27777777777777
JFK,2023-01-27,79,49,97.6938775510204
JFK,2023-01-28,76,42,98.11904761904762
JFK,2023-01-29,93,57,90.3859649122807
JFK,2023-01-30,81,51,92.6470588235294
JFK,2023-01-31,93,55,102.18181818181819
JFK,2023-02-01,82,50,85.8
JFK,2023-02-02,85,60,97.38333333333334
JFK,2023-02-03,88,51,95.84313725490196
JFK,2023-02-04,77,44,85.38636363636364
JFK,2023-02-05,72,42,95.02380952380952
JFK,2023-02-06,89,53,100.69811320754717
JFK,2023-02-07,74,46,86.8913043478261
JFK,2023-02-08,69,39,104.87179487179488
JFK,2023-02-09,76,39,108.23076923076923
JFK,2023-02-10,92,60,93.56666666666666
JFK,2023-02-11,73,48,104.08333333333333
JFK,2023-02-12,85,53,96.88679245283019
JFK,2023-02-13,94,53,106.32075471698113
JFK,2023-02-14,70,45,93.2
JFK,2023-02-15,74,48,91.6875
JFK,2023-02-16,85,44,96.36363636363636
JFK,2023-02-17,61,41,95.6829268292683
JFK,2023-02-18,72,53,85.73584905660377
JFK,2023-02-19,74,48,108.5
JFK,2023-02-20,74,49,77.3265306122449
JFK,2023-02-21,61,43,90.90697674418605
JFK,2023-02-22,89,52,87.01923076923077
JFK,2023-02-23,77,53,88.60377358490567
JFK,2023-02-24,92,57,92.63157894736842
JFK,2023-02-25,98,63,89.2063492063492
JFK,2023-02-26,72,47,100.61702127659575
JFK,2023-02-27,73,35,100.25714285714285
JFK,2023-02-28,80,46,89.32608695652173
JFK,2023-03-01,84,55,110.49090909090908
JFK,2023-03-02,87,46,103.58695652173913
JFK,2023-03-03,76,37,92.64864864864865
JFK,2023-03-04,77,48,97.52083333333333
JFK,2023-03-05,91,58,78.41379310344827
JFK,2023-03-06,75,42,91.78571428571429
JFK,2023-03-07,100,67,95.95522388059702
JFK,2023-03-08,86,51,104.84313725490196
JFK,2023-03-09,64,43,100.62790697674419
JFK,2023-03-10,82,50,96.1
JFK,2023-03-11,80,51,83.11764705882354
JFK,2023-03-12,80,52,94.88461538461539
JFK,2023-03-13,71,43,106.46511627906976
JFK,2023-03-14,83,49,89.53061224489795
JFK,2023-03-15,74,51,90.80392156862744
JFK,2023-03-16,66,35,89.94285714285714
JFK,2023-03-17,84,52,87.36538461538461
JFK,2023-03-18,87,56,93.57142857142857
JFK,2023-03-19,78,35,98.77142857142857
JFK,2023-03-20,87,53,82.13207547169812
JFK,2023-03-21,72,42,92.45238095238095
JFK,2023-03-22,72,45,99.24444444444444
JFK,2023-03-23,90,46,87.23913043478261
JFK,2023-03-24,76,50,102.98
JFK,2023-03-25,84,51,101.33333333333333
JFK,2023-03-26,84,55,107.27272727272727
JFK,2023-03-27,80,50,78.38
JFK,2023-03-28,79,47,106.0
JFK,2023-03-29,72,39,105.53846153846153
JFK,2023-03-30,78,46,91.97826086956522
JFK,2023-03-31,76,46,99.97826086956522
JFK,2023-04-01,81,46,108.69565217391305
JFK,2023-04-02,77,50,105.1
JFK,2023-04-03,82,52,98.71153846153847
JFK,2023-04-04,83,52,93.96153846153847
JFK,2023-04-05,79,43,100.13953488372093
JFK,2023-04-06,80,52,83.96153846153847
JFK,2023-04-07,68,44,92.88636363636364
JFK,2023-04-08,63,44,84.43181818181819
JFK,2023-04-09,82,51,92.54901960784314
JFK,2023-04-10,73,42,96.35714285714286
JFK,2023-04-11,87,54,93.12962962962963
JFK,2023-04-12,89,59,88.69491525423729
JFK,2023-04-13,92,55,96.14545454545454
JFK,2023-04-14,65,34,94.94117647058823
JFK,2023-04-15,92,50,93.88
JFK,2023-04-16,70,41,82.95121951219512
JFK,2023-04-17,86,48,90.3125
JFK,2023-04-18,77,50,102.34
JFK,2023-04-19,90,52,107.1923076923077
JFK,2023-04-20,80,56,108.01785714285714
JFK,2023-04-21,94,57,93.15789473684211
JFK,2023-04-22,75,48,101.29166666666667
JFK,2023-04-23,88,55,108.07272727272728
JFK,2023-04-24,85,46,98.78260869565217
JFK,2023-04-25,83,48,91.89583333333333
JFK,2023-04-26,80,52,86.17307692307692
JFK,2023-04-27,75,35,93.37142857142857
JFK,2023-04-28,76,48,95.97916666666667
JFK,2023-04-29,75,45,96.4
JFK,2023-04-30,90,46,91.8695652173913
JFK,2023-05-01,95,52,101.38461538461539
JFK,2023-05-02,75,47,105.38297872340425
JFK,2023-05-03,92,53,89.39622641509433
JFK,2023-05-04,70,49,86.10204081632654
JFK,2023-05-05,78,48,93.45833333333333
JFK,2023-05-06,78,45,92.28888888888889
JFK,2023-05-07,69,41,88.36585365853658
JFK,2023-05-08,78,51,89.72549019607843
JFK,2023-05-09,94,59,93.88135593220339
JFK,2023-05-10,94,49,94.24489795918367
JFK,2023-05-11,75,43,93.09302325581395
JFK,2023-05-12,69,40,83.975
JFK,2023-05-13,97,53,86.67924528301887
JFK,2023-05-14,74,43,93.69767441860465
JFK,2023-05-15,80,51,99.2156862745098
JFK,2023-05-16,73,40,96.425
JFK,2023-05-17,77,50,85.6
JFK,2023-05-18,77,49,84.18367346938776
JFK,2023-05-19,95,54,87.83333333333333
JFK,2023-05-20,80,52,103.23076923076923
JFK,2023-05-21,86,54,83.98148148148148
JFK,2023-05-22,76,38,90.86842105263158
JFK,2023-05-23,76,39,98.28205128205128
JFK,2023-05-24,66,43,96.46511627906976
JFK,2023-05-25,78,46,89.15217391304348
JFK,2023-05-26,73,42,106.9047619047619
JFK,2023-05-27,85,53,94.88679245283019
JFK,2023-05-28,84,47,90.0
JFK,2023-05-29,93,54,92.01851851851852
JFK,2023-05-30,83,50,91.06
